Order_ID,Customer_Name,Date,Product,Category,Price,Quantity,Total,Country,Price_New,Quantity_New,Customer_Name_New,Total_New,Date_New
1022,Ayesha Noor,01/01/2024,Laptop,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,507.98,01/01/2024
1023,,12/01/2024,Keyboard,Electronics, ,3,,Pakistan,507.98,3,Unknown,1523.94,12/01/2024
1024,Sara Ahmed,17/01/2024,Table,Furniture, ,1,,Pakistan,507.98,1,Sara Ahmed,507.98,17/01/2024
1026,Ayesha Noor,07/01/2024,Phone,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,507.98,07/01/2024
1028,Sara Ahmed,03/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Sara Ahmed,507.98,03/01/2024
1029,Ayesha Noor,03/01/2024,Phone,Electronics,137.20,,,Pakistan,137.20,1,Ayesha Noor,137.2,03/01/2024
1030,Sara Ahmed,05/01/2024,Mouse,Electronics,,3,,Pakistan,507.98,3,Sara Ahmed,1523.94,05/01/2024
1032,Bilal Ahmed,26/01/2024,Chair,Furniture,,-1,,Pakistan,507.98,1,Bilal Ahmed,507.98,26/01/2024
1033,,17/01/2024,Phone,Electronics, ,-1,,Pakistan,507.98,1,Unknown,507.98,17/01/2024
1034,Bilal Ahmed,23/01/2024,Phone,Electronics,612.33,-1,,Pakistan,612.33,1,Bilal Ahmed,612.33,23/01/2024
1035,Ali Khan,04/01/2024,Monitor,Electronics,,3,,Pakistan,507.98,3,Ali Khan,1523.94,04/01/2024
1036,Ayesha Noor,27/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Ayesha Noor,507.98,27/01/2024
1037,,30/01/2024,Monitor,Electronics,123.38,4,493.52,Pakistan,123.38,4,Unknown,493.52,30/01/2024
1038,Ali Khan,12/01/2024,Monitor,Electronics,,,,Pakistan,507.98,1,Ali Khan,,12/01/2024
1039,Ali Khan,23/01/2024,Monitor,Electronics, ,,,Pakistan,507.98,1,Ali Khan,,23/01/2024
1040,Usman Ali,01/01/2024,Laptop,Electronics,,,,Pakistan,507.98,1,Usman Ali,,01/01/2024
1042,Sara Ahmed,27/01/2024,Keyboard,Electronics,429.06,,,Pakistan,429.06,1,Sara Ahmed,,27/01/2024
1044,Ali Khan,24/01/2024,Monitor,Electronics, ,,,Pakistan,507.98,1,Ali Khan,,24/01/2024
1046,Sara Ahmed,07/01/2024,Keyboard,Electronics,,1,,Pakistan,507.98,1,Sara Ahmed,,07/01/2024
1047,Usman Ali,27/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Usman Ali,,27/01/2024
1048,Bilal Ahmed,22/01/2024,Headphones,Electronics,293.07,-1,,Pakistan,293.07,1,Bilal Ahmed,,22/01/2024
1049,Ayesha Noor,30/01/2024,Mouse,Electronics, ,,,Pakistan,507.98,1,Ayesha Noor,,30/01/2024
1051,Usman Ali,24/01/2024,Phone,Electronics,,,,Pakistan,507.98,1,Usman Ali,,24/01/2024
1052,,02/01/2024,Headphones,Electronics, ,3,,Pakistan,507.98,3,Unknown,,02/01/2024
1053,Hina Khan,16/01/2024,Headphones,Electronics,167.70,3,503.1,Pakistan,167.70,3,Hina Khan,503.1,16/01/2024
1055,Ahmed Raza,04/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,04/01/2024
1056,Ahmed Raza,19/01/2024,Headphones,Electronics,,1,,Pakistan,507.98,1,Ahmed Raza,,19/01/2024
1057,Usman Ali,08/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Usman Ali,,08/01/2024
1058,Ali Khan,28/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Ali Khan,,28/01/2024
1059,Ahmed Raza,10/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,10/01/2024
1064,Bilal Ahmed,01/01/2024,Phone,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,01/01/2024
1066,Hina Khan,16/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Hina Khan,,16/01/2024
1067,Ali Khan,29/01/2024,Table,Furniture,177.59,-1,,Pakistan,177.59,1,Ali Khan,,29/01/2024
1068,Ali Khan,03/01/2024,Phone,Electronics, ,1,,Pakistan,507.98,1,Ali Khan,,03/01/2024
1069,Bilal Ahmed,04/01/2024,Monitor,Electronics,252.50,1,252.5,Pakistan,252.50,1,Bilal Ahmed,252.5,04/01/2024
1070,Bilal Ahmed,20/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Bilal Ahmed,,20/01/2024
1075,Bilal Ahmed,01/01/2024,Headphones,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,01/01/2024
1079,Bilal Ahmed,17/01/2024,Monitor,Electronics,,-1,,Pakistan,507.98,1,Bilal Ahmed,,17/01/2024
1081,Ayesha Noor,23/01/2024,Table,Furniture, ,4,,Pakistan,507.98,4,Ayesha Noor,,23/01/2024
1082,Bilal Ahmed,25/01/2024,Laptop,Electronics, ,2,,Pakistan,507.98,2,Bilal Ahmed,,25/01/2024
1083,,08/01/2024,Chair,Furniture,,-1,,Pakistan,507.98,1,Unknown,,08/01/2024
1085,Usman Ali,10/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Usman Ali,,10/01/2024
1086,Bilal Ahmed,11/01/2024,Keyboard,Electronics,372.30,,,Pakistan,372.30,1,Bilal Ahmed,,11/01/2024
1088,Ayesha Noor,28/01/2024,Keyboard,Electronics,521.12,,,Pakistan,521.12,1,Ayesha Noor,,28/01/2024
1089,,20/01/2024,Table,Furniture,656.96,4,2627.84,Pakistan,656.96,4,Unknown,2627.84,20/01/2024
1091,,02/01/2024,Phone,Electronics,112.10,-1,,Pakistan,112.10,1,Unknown,,02/01/2024
1092,Usman Ali,25/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,25/01/2024
1093,Bilal Ahmed,22/01/2024,Headphones,Electronics, ,1,,Pakistan,507.98,1,Bilal Ahmed,,22/01/2024
1094,,06/01/2024,Keyboard,Electronics, ,3,,Pakistan,507.98,3,Unknown,,06/01/2024
1095,Usman Ali,05/01/2024,Keyboard,Electronics,831.31,4,3325.24,Pakistan,831.31,4,Usman Ali,3325.24,05/01/2024
1098,Usman Ali,16/01/2024,Chair,Furniture,976.34,4,3905.36,Pakistan,976.34,4,Usman Ali,3905.36,16/01/2024
1099,Ayesha Noor,19/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Ayesha Noor,,19/01/2024
1100,Ahmed Raza,28/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Ahmed Raza,,28/01/2024
1102,,21/01/2024,Phone,Electronics,189.83,-1,,Pakistan,189.83,1,Unknown,,21/01/2024
1103,Ayesha Noor,30/01/2024,Chair,Furniture,112.00,,,Pakistan,112.00,1,Ayesha Noor,,30/01/2024
1104,Ali Khan,21/01/2024,Laptop,Electronics,645.51,1,645.51,Pakistan,645.51,1,Ali Khan,645.51,21/01/2024
1105,Usman Ali,05/01/2024,Chair,Furniture, ,-1,,Pakistan,507.98,1,Usman Ali,,05/01/2024
1107,Ayesha Noor,25/01/2024,Mouse,Electronics,109.96,-1,,Pakistan,109.96,1,Ayesha Noor,,25/01/2024
1108,Bilal Ahmed,14/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Bilal Ahmed,,14/01/2024
1109,Usman Ali,26/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Usman Ali,,26/01/2024
1111,Bilal Ahmed,23/01/2024,Headphones,Electronics, ,4,,Pakistan,507.98,4,Bilal Ahmed,,23/01/2024
1112,Ali Khan,02/01/2024,Headphones,Electronics, ,-1,,Pakistan,507.98,1,Ali Khan,,02/01/2024
1113,Bilal Ahmed,24/01/2024,Headphones,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,24/01/2024
1114,Ayesha Noor,23/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Ayesha Noor,,23/01/2024
1115,Sara Ahmed,24/01/2024,Mouse,Electronics,683.62,,,Pakistan,683.62,1,Sara Ahmed,,24/01/2024
1117,Ayesha Noor,03/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Ayesha Noor,,03/01/2024
1118,Bilal Ahmed,10/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Bilal Ahmed,,10/01/2024
1119,Usman Ali,14/01/2024,Table,Furniture,112.55,3,337.65,Pakistan,112.55,3,Usman Ali,337.65,14/01/2024
1121,Sara Ahmed,26/01/2024,Monitor,Electronics,,-1,,Pakistan,507.98,1,Sara Ahmed,,26/01/2024
1122,Sara Ahmed,07/01/2024,Headphones,Electronics,702.80,,,Pakistan,702.80,1,Sara Ahmed,,07/01/2024
1123,Usman Ali,29/01/2024,Chair,Furniture,740.37,,,Pakistan,740.37,1,Usman Ali,,29/01/2024
1124,Ali Khan,25/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Ali Khan,,25/01/2024
1126,Ayesha Noor,07/01/2024,Mouse,Electronics, ,,,Pakistan,507.98,1,Ayesha Noor,,07/01/2024
1127,Usman Ali,05/01/2024,Keyboard,Electronics,440.41,1,440.41,Pakistan,440.41,1,Usman Ali,440.41,05/01/2024
1128,Sara Ahmed,03/01/2024,Monitor,Electronics,,1,,Pakistan,507.98,1,Sara Ahmed,,03/01/2024
1129,Usman Ali,30/01/2024,Phone,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,30/01/2024
1130,Usman Ali,13/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,13/01/2024
1131,Ahmed Raza,09/01/2024,Monitor,Electronics,109.46,,,Pakistan,109.46,1,Ahmed Raza,,09/01/2024
1133,Ayesha Noor,16/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,,16/01/2024
1134,Hina Khan,21/01/2024,Chair,Furniture,757.33,3,2271.99,Pakistan,757.33,3,Hina Khan,2271.99,21/01/2024
1135,Bilal Ahmed,07/01/2024,Chair,Furniture,,2,,Pakistan,507.98,2,Bilal Ahmed,,07/01/2024
1136,Hina Khan,26/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Hina Khan,,26/01/2024
1137,Bilal Ahmed,03/01/2024,Keyboard,Electronics,,-1,,Pakistan,507.98,1,Bilal Ahmed,,03/01/2024
1138,Hina Khan,12/01/2024,Laptop,Electronics,,-1,,Pakistan,507.98,1,Hina Khan,,12/01/2024
1139,,06/01/2024,Headphones,Electronics,,,,Pakistan,507.98,1,Unknown,,06/01/2024
1140,Usman Ali,08/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,08/01/2024
1141,Sara Ahmed,29/01/2024,Headphones,Electronics, ,-1,,Pakistan,507.98,1,Sara Ahmed,,29/01/2024
1143,,17/01/2024,Table,Furniture,600.05,,,Pakistan,600.05,1,Unknown,,17/01/2024
1145,Ahmed Raza,27/01/2024,Laptop,Electronics,,3,,Pakistan,507.98,3,Ahmed Raza,,27/01/2024
1146,Ayesha Noor,03/01/2024,Monitor,Electronics,,4,,Pakistan,507.98,4,Ayesha Noor,,03/01/2024
1147,Bilal Ahmed,26/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,26/01/2024
1148,Ali Khan,09/01/2024,Table,Furniture,687.42,,,Pakistan,687.42,1,Ali Khan,,09/01/2024
1149,,28/01/2024,Phone,Electronics, ,,,Pakistan,507.98,1,Unknown,,28/01/2024
1150,Ayesha Noor,06/01/2024,Chair,Furniture,963.96,-1,,Pakistan,963.96,1,Ayesha Noor,,06/01/2024
1151,Bilal Ahmed,13/01/2024,Chair,Furniture,,-1,,Pakistan,507.98,1,Bilal Ahmed,,13/01/2024
1152,Hina Khan,21/01/2024,Keyboard,Electronics,,4,,Pakistan,507.98,4,Hina Khan,,21/01/2024
1153,Usman Ali,20/01/2024,Monitor,Electronics,,,,Pakistan,507.98,1,Usman Ali,,20/01/2024
1154,Bilal Ahmed,14/01/2024,Phone,Electronics,,,,Pakistan,507.98,1,Bilal Ahmed,,14/01/2024
1155,Bilal Ahmed,22/01/2024,Table,Furniture,396.52,3,1189.56,Pakistan,396.52,3,Bilal Ahmed,1189.56,22/01/2024
1156,Ayesha Noor,11/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Ayesha Noor,,11/01/2024
1157,Bilal Ahmed,06/01/2024,Laptop,Electronics, ,1,,Pakistan,507.98,1,Bilal Ahmed,,06/01/2024
1161,,21/01/2024,Monitor,Electronics, ,,,Pakistan,507.98,1,Unknown,,21/01/2024
1163,Ahmed Raza,06/01/2024,Headphones,Electronics, ,3,,Pakistan,507.98,3,Ahmed Raza,,06/01/2024
1164,Bilal Ahmed,10/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Bilal Ahmed,,10/01/2024
1165,Ali Khan,27/01/2024,Mouse,Electronics, ,-1,,Pakistan,507.98,1,Ali Khan,,27/01/2024
1166,,18/01/2024,Laptop,Electronics, ,,,Pakistan,507.98,1,Unknown,,18/01/2024
1168,Ayesha Noor,27/01/2024,Table,Furniture, ,2,,Pakistan,507.98,2,Ayesha Noor,,27/01/2024
1169,Hina Khan,09/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Hina Khan,,09/01/2024
1172,Ahmed Raza,10/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Ahmed Raza,,10/01/2024
1174,Bilal Ahmed,04/01/2024,Monitor,Electronics,,-1,,Pakistan,507.98,1,Bilal Ahmed,,04/01/2024
1175,Ahmed Raza,08/01/2024,Mouse,Electronics, ,2,,Pakistan,507.98,2,Ahmed Raza,,08/01/2024
1176,Bilal Ahmed,22/01/2024,Table,Furniture,834.74,-1,,Pakistan,834.74,1,Bilal Ahmed,,22/01/2024
1177,Ahmed Raza,12/01/2024,Keyboard,Electronics,968.61,-1,,Pakistan,968.61,1,Ahmed Raza,,12/01/2024
1178,Ayesha Noor,25/01/2024,Phone,Electronics,598.16,,,Pakistan,598.16,1,Ayesha Noor,,25/01/2024
1179,Ayesha Noor,15/01/2024,Headphones,Electronics, ,-1,,Pakistan,507.98,1,Ayesha Noor,,15/01/2024
1180,Usman Ali,19/01/2024,Monitor,Electronics,,,,Pakistan,507.98,1,Usman Ali,,19/01/2024
1182,Ali Khan,27/01/2024,Phone,Electronics,,2,,Pakistan,507.98,2,Ali Khan,,27/01/2024
1183,Sara Ahmed,06/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Sara Ahmed,,06/01/2024
1184,Hina Khan,30/01/2024,Keyboard,Electronics,533.13,,,Pakistan,533.13,1,Hina Khan,,30/01/2024
1185,Ayesha Noor,29/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Ayesha Noor,,29/01/2024
1186,Ali Khan,10/01/2024,Chair,Furniture, ,1,,Pakistan,507.98,1,Ali Khan,,10/01/2024
1187,Ahmed Raza,02/01/2024,Chair,Furniture,,-1,,Pakistan,507.98,1,Ahmed Raza,,02/01/2024
1188,Ayesha Noor,11/01/2024,Keyboard,Electronics,,-1,,Pakistan,507.98,1,Ayesha Noor,,11/01/2024
1189,,23/01/2024,Chair,Furniture,593.07,,,Pakistan,593.07,1,Unknown,,23/01/2024
1190,Bilal Ahmed,08/01/2024,Headphones,Electronics,196.47,4,785.88,Pakistan,196.47,4,Bilal Ahmed,785.88,08/01/2024
1191,Bilal Ahmed,24/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Bilal Ahmed,,24/01/2024
1192,Usman Ali,18/01/2024,Table,Furniture,208.44,-1,,Pakistan,208.44,1,Usman Ali,,18/01/2024
1194,,06/01/2024,Monitor,Electronics, ,1,,Pakistan,507.98,1,Unknown,,06/01/2024
1195,Ali Khan,26/01/2024,Chair,Furniture,376.98,-1,,Pakistan,376.98,1,Ali Khan,,26/01/2024
1196,Bilal Ahmed,27/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Bilal Ahmed,,27/01/2024
1197,Ahmed Raza,22/01/2024,Laptop,Electronics,100.12,2,200.24,Pakistan,100.12,2,Ahmed Raza,200.24,22/01/2024
1198,,29/01/2024,Keyboard,Electronics,22.54,4,90.16,Pakistan,22.54,4,Unknown,90.16,29/01/2024
1199,Ayesha Noor,01/01/2024,Phone,Electronics,605.33,4,2421.32,Pakistan,605.33,4,Ayesha Noor,2421.32,01/01/2024
1200,Ali Khan,15/01/2024,Chair,Furniture,,,,Pakistan,507.98,1,Ali Khan,,15/01/2024
1201,Usman Ali,28/01/2024,Headphones,Electronics,,,,Pakistan,507.98,1,Usman Ali,,28/01/2024
1202,Bilal Ahmed,26/01/2024,Chair,Furniture,267.39,3,802.17,Pakistan,267.39,3,Bilal Ahmed,802.17,26/01/2024
1204,Usman Ali,28/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Usman Ali,,28/01/2024
1206,Ali Khan,25/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Ali Khan,,25/01/2024
1210,Ali Khan,02/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Ali Khan,,02/01/2024
1212,Ahmed Raza,26/01/2024,Laptop,Electronics, ,,,Pakistan,507.98,1,Ahmed Raza,,26/01/2024
1213,Ali Khan,06/01/2024,Phone,Electronics,,,,Pakistan,507.98,1,Ali Khan,,06/01/2024
1214,Ayesha Noor,06/01/2024,Chair,Furniture,261.04,,,Pakistan,261.04,1,Ayesha Noor,,06/01/2024
1215,Ali Khan,30/01/2024,Laptop,Electronics,,3,,Pakistan,507.98,3,Ali Khan,,30/01/2024
1217,Ali Khan,04/01/2024,Phone,Electronics,,,,Pakistan,507.98,1,Ali Khan,,04/01/2024
1218,Bilal Ahmed,20/01/2024,Chair,Furniture,,,,Pakistan,507.98,1,Bilal Ahmed,,20/01/2024
1220,Sara Ahmed,30/01/2024,Laptop,Electronics,724.09,3,2172.27,Pakistan,724.09,3,Sara Ahmed,2172.27,30/01/2024
1221,Ayesha Noor,19/01/2024,Mouse,Electronics,,1,,Pakistan,507.98,1,Ayesha Noor,,19/01/2024
1222,Ayesha Noor,22/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,,22/01/2024
1225,Usman Ali,04/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,04/01/2024
1226,Hina Khan,18/01/2024,Phone,Electronics,,2,,Pakistan,507.98,2,Hina Khan,,18/01/2024
1228,Ahmed Raza,01/01/2024,Phone,Electronics,765.02,,,Pakistan,765.02,1,Ahmed Raza,,01/01/2024
1229,Usman Ali,24/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Usman Ali,,24/01/2024
1230,Hina Khan,05/01/2024,Chair,Furniture,751.06,2,1502.12,Pakistan,751.06,2,Hina Khan,1502.12,05/01/2024
1231,Ahmed Raza,14/01/2024,Phone,Electronics,991.11,,,Pakistan,991.11,1,Ahmed Raza,,14/01/2024
1232,Ali Khan,03/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Ali Khan,,03/01/2024
1233,Hina Khan,22/01/2024,Table,Furniture,156.98,1,156.98,Pakistan,156.98,1,Hina Khan,156.98,22/01/2024
1235,Hina Khan,05/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Hina Khan,,05/01/2024
1236,Hina Khan,30/01/2024,Chair,Furniture,879.66,,,Pakistan,879.66,1,Hina Khan,,30/01/2024
1237,Ayesha Noor,18/01/2024,Mouse,Electronics, ,,,Pakistan,507.98,1,Ayesha Noor,,18/01/2024
1239,Bilal Ahmed,15/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,15/01/2024
1240,Hina Khan,02/01/2024,Chair,Furniture,85.29,4,341.16,Pakistan,85.29,4,Hina Khan,341.16,02/01/2024
1241,Bilal Ahmed,19/01/2024,Monitor,Electronics,442.90,-1,,Pakistan,442.90,1,Bilal Ahmed,,19/01/2024
1243,Usman Ali,15/01/2024,Chair,Furniture,,,,Pakistan,507.98,1,Usman Ali,,15/01/2024
1244,,04/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Unknown,,04/01/2024
1245,Ahmed Raza,29/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,29/01/2024
1246,Hina Khan,04/01/2024,Phone,Electronics,719.78,1,719.78,Pakistan,719.78,1,Hina Khan,719.78,04/01/2024
1247,Ali Khan,10/01/2024,Monitor,Electronics,120.86,-1,,Pakistan,120.86,1,Ali Khan,,10/01/2024
1250,Hina Khan,04/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Hina Khan,,04/01/2024
1251,Sara Ahmed,04/01/2024,Mouse,Electronics,551.87,-1,,Pakistan,551.87,1,Sara Ahmed,,04/01/2024
1252,Ayesha Noor,05/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,,05/01/2024
1253,Usman Ali,08/01/2024,Chair,Furniture,,,,Pakistan,507.98,1,Usman Ali,,08/01/2024
1254,Ahmed Raza,14/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Ahmed Raza,,14/01/2024
1255,Ahmed Raza,30/01/2024,Keyboard,Electronics, ,,,Pakistan,507.98,1,Ahmed Raza,,30/01/2024
1257,Sara Ahmed,16/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Sara Ahmed,,16/01/2024
1259,Hina Khan,22/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Hina Khan,,22/01/2024
1260,Sara Ahmed,22/01/2024,Monitor,Electronics,140.35,1,140.35,Pakistan,140.35,1,Sara Ahmed,140.35,22/01/2024
1261,Usman Ali,26/01/2024,Keyboard,Electronics,202.59,-1,,Pakistan,202.59,1,Usman Ali,,26/01/2024
1262,Usman Ali,01/01/2024,Keyboard,Electronics,,-1,,Pakistan,507.98,1,Usman Ali,,01/01/2024
1263,Ayesha Noor,15/01/2024,Chair,Furniture,,-1,,Pakistan,507.98,1,Ayesha Noor,,15/01/2024
1265,Hina Khan,25/01/2024,Headphones,Electronics,866.25,,,Pakistan,866.25,1,Hina Khan,,25/01/2024
1266,Hina Khan,02/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Hina Khan,,02/01/2024
1267,Bilal Ahmed,27/01/2024,Mouse,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,27/01/2024
1269,Sara Ahmed,24/01/2024,Table,Furniture,375.15,3,1125.45,Pakistan,375.15,3,Sara Ahmed,1125.45,24/01/2024
1272,Sara Ahmed,22/01/2024,Chair,Furniture,103.64,-1,,Pakistan,103.64,1,Sara Ahmed,,22/01/2024
1273,Ali Khan,17/01/2024,Mouse,Electronics,603.48,-1,,Pakistan,603.48,1,Ali Khan,,17/01/2024
1276,Ayesha Noor,16/01/2024,Chair,Furniture, ,1,,Pakistan,507.98,1,Ayesha Noor,,16/01/2024
1277,Bilal Ahmed,14/01/2024,Chair,Furniture, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,14/01/2024
1279,Ayesha Noor,04/01/2024,Mouse,Electronics,864.55,3,2593.65,Pakistan,864.55,3,Ayesha Noor,2593.65,04/01/2024
1282,,07/01/2024,Laptop,Electronics,,1,,Pakistan,507.98,1,Unknown,,07/01/2024
1283,Hina Khan,23/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Hina Khan,,23/01/2024
1284,Sara Ahmed,29/01/2024,Phone,Electronics, ,-1,,Pakistan,507.98,1,Sara Ahmed,,29/01/2024
1285,Ahmed Raza,19/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,19/01/2024
1288,,22/01/2024,Mouse,Electronics,,4,,Pakistan,507.98,4,Unknown,,22/01/2024
1289,Ahmed Raza,07/01/2024,Monitor,Electronics,,3,,Pakistan,507.98,3,Ahmed Raza,,07/01/2024
1290,Usman Ali,16/01/2024,Headphones,Electronics, ,,,Pakistan,507.98,1,Usman Ali,,16/01/2024
1292,Ayesha Noor,05/01/2024,Phone,Electronics,274.23,,,Pakistan,274.23,1,Ayesha Noor,,05/01/2024
1294,Ali Khan,05/01/2024,Monitor,Electronics,,1,,Pakistan,507.98,1,Ali Khan,,05/01/2024
1298,Ali Khan,14/01/2024,Headphones,Electronics,704.87,1,704.87,Pakistan,704.87,1,Ali Khan,704.87,14/01/2024
1300,Hina Khan,26/01/2024,Mouse,Electronics,902.56,,,Pakistan,902.56,1,Hina Khan,,26/01/2024
1301,Hina Khan,23/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Hina Khan,,23/01/2024
1303,,25/01/2024,Keyboard,Electronics,,-1,,Pakistan,507.98,1,Unknown,,25/01/2024
1304,Sara Ahmed,23/01/2024,Keyboard,Electronics, ,3,,Pakistan,507.98,3,Sara Ahmed,,23/01/2024
1305,Ali Khan,25/01/2024,Monitor,Electronics,605.46,-1,,Pakistan,605.46,1,Ali Khan,,25/01/2024
1306,Bilal Ahmed,21/01/2024,Laptop,Electronics,191.86,-1,,Pakistan,191.86,1,Bilal Ahmed,,21/01/2024
1307,Usman Ali,17/01/2024,Laptop,Electronics,395.48,-1,,Pakistan,395.48,1,Usman Ali,,17/01/2024
1308,Ali Khan,28/01/2024,Laptop,Electronics,,,,Pakistan,507.98,1,Ali Khan,,28/01/2024
1309,Ahmed Raza,04/01/2024,Monitor,Electronics,,,,Pakistan,507.98,1,Ahmed Raza,,04/01/2024
1310,Bilal Ahmed,21/01/2024,Chair,Furniture,,4,,Pakistan,507.98,4,Bilal Ahmed,,21/01/2024
1311,Ali Khan,17/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Ali Khan,,17/01/2024
